proj_name,proj_type,length_id,angle_id,usearea_id,type_desc,description,ref_proj,source,visibility,release
AEAFRICA,azimuted,1 ,1 ,1,01_azimuted ,AFRICA ,,R.A.S - 22/8/88 FOR TECTONIC MAPS OF AFRICA. (R.CLEVERLY - RSG) ,WORLD,PUBLIC 
AERUSS ,azimuted,1 ,1 ,119,01_azimuted ,RUSSIA ,,PNM OCT 1989 FOR RUSSIA 1:7500000 MAPS ,WORLD,PUBLIC 
ALALASK2,albersea,1 ,1 ,120,01_albersea ,ALASKA ORIGIN 153 W ,,DWP - FOR D JOHNSON SAME AS ALALASKA BUTORIGIN IS 153 W. 6/11/91 ,WORLD,PUBLIC 
ALALASK3,albersea,1 ,1 ,120,01_albersea ,ALASKA 153 W ZONE ,,DAJ For RSG well location conversions ,WORLD,PUBLIC 
ALALASKA,albersea,1 ,1 ,120,01_albersea ,,,RJL 25/7/88. REF: USGS BULLETIN 1532 FOR USE IN REGIONAL MAPPING OF ALASKA ,WORLD,PUBLIC 
ALAUS ,albersea,1 ,1 ,121,01_albersea ,REGION ,,DAJ FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALBERING,albersea,1 ,1 ,122,01_albersea ,,,SEH 14/6/90 FOR MIKE STEPHENS. ,WORLD,PUBLIC 
ALCAM ,albersea,1 ,1 ,123,01_albersea ,REGION 1A ,,R.A.S - 6/6/88 FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALCANADA,albersea,1 ,1 ,1,01_albersea ,CANADA ,,R.A.S - FOR R.LAMING 15/7/88 ,WORLD,PUBLIC 
ALCHI ,albersea,1 ,1 ,124,01_albersea ,REGION 5 ,,DAJ FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALCOLOMB,albersea,1 ,1 ,38,01_albersea ,,,SEH 24/5/90 FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALEUR ,albersea,1 ,1 ,125,01_albersea ,REGION 3 ,,DAJ FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALEURO ,albersea,1 ,1 ,1,01_albersea ,EUROPE ,,TEMP FOR GEOLOGICAL MAP OF EUROPE DIGITISING DAJ 24/11/86 ,WORLD,PUBLIC 
ALFAR ,albersea,1 ,1 ,126,01_albersea ,REGION 4 ,,DAJ FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALGMEXIC,albersea,1 ,1 ,19,01_albersea ,,,SEH 25/5/90 FOR PLAY FAIRWAYS MAPPING. ,WORLD,PUBLIC 
ALGULFFT,albersea,4,1 ,127,01_albersea ,,,RJL 10/5/89 FOR GULF OF MEXICO REGIONAL MAPPING ,WORLD,PUBLIC 
ALGULFMT,albersea,1 ,1 ,19,01_albersea ,,,SEH 13/3/90 Requested by Gordon McCaw (RSg) ,WORLD,PUBLIC 
ALMALIN ,albersea,1 ,1 ,128,01_albersea ,REGION 6 ,,R.A.S - 6/6/88 FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALMEA2 ,albersea,1 ,1 ,129,01_albersea ,REGION 2 ,,,WORLD,PUBLIC 
ALMENA ,albersea,1 ,1 ,130,01_albersea ,REGION 2A ,,R.A.S - 6/6/88 FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALNSEA ,albersea,1 ,1 ,1,01_albersea ,,,RJL 1/10/85. ,WORLD,PUBLIC 
ALRUSS ,albersea,1 ,1 ,119,01_albersea ,RUSSIA ,,PNM OCT 1989 TEST FOR RUSSIA 1:7500000 MAPPING OVERLAY ,WORLD,PUBLIC 
ALSAF ,albersea,1 ,1 ,131,01_albersea ,REGION 2B ,,R.A.S - 6/6/88 FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALSAM ,albersea,1 ,1 ,132,01_albersea ,REGION 1B ,,R.A.S - 6/6/88 FOR PLAY FAIRWAYS DIGITISING ,WORLD,PUBLIC 
ALVENEZ ,albersea,1 ,1 ,27,01_albersea ,,,SEH 25/5/90 FOR PLAY FAIRWAYS MAPPING. ,WORLD,PUBLIC 
BCNAMER ,bioconco,1 ,1 ,134,01_bioconco ,,,AGB 2/5/91. ,WORLD,PUBLIC 
BCSAMER ,bioconco,1 ,1 ,135,01_bioconco ,,,PNM 14.12.90 ,WORLD,PUBLIC 
BCSPHERE,bioconco,1 ,1 ,136,01_bioconco ,NORTH SOUTH AMERICA,,D. STOKES 13 SEP 1990. ,WORLD,PUBLIC 
BORNEOMT,borneo ,1 ,1 ,1,01_borneo ,BORNEO GRID ,,NJS 20.01.86 METRIC VERSION OF BORNEO GD(SPHEROID IS EVEREST 67) ,WORLD,PUBLIC 
CAISRAEL,cassini ,1 ,1 ,1,01_cassini ,ISRAELI GRID ,,RJL 10/1/83 REF: TEL MESSAGE FROM HEAD OF SURVEY OF ISRAEL. SEE ALSO CAISRMOD.,WORLD,PUBLIC 
CAISRMOD,cassini ,1 ,1 ,1,01_cassini ,MOD. ISRAELI GRID ,,RJL 10/1/83 REF: TEL MESSAGE FROM HEAD OF SURVEY OF ISRAEL. SEE ALSO CAISRAEL.,WORLD,PUBLIC 
CAPAL ,cassini ,1 ,1 ,1,01_cassini ,PALESTINE GRID ,,RJL 10/1/83 REF: DMA LISTING. SEE ALSO PROJECTIONS CAISRAEL AND CAISRMOD. ,WORLD,PUBLIC 
CAQATAR ,cassini ,1 ,1 ,1,01_cassini ,QATAR GRID ,,RJL 11/1/83 REF: TRIG FILE ,WORLD,PUBLIC 
CAQATMOD,cassini ,1 ,1 ,138,01_cassini ,QATAR GRID MODIFIED ,,TCJ 29.06.88 QATAR TRIG FILE. ,WORLD,PUBLIC 
CASNGPOR,cassini ,1 ,1 ,1,01_cassini ,SINGAPORE GRID ,,RJL 11/1/83 ,WORLD,PUBLIC 
CATOBAGO,cassini ,8,1 ,1,01_cassini ,TOBAGO GRID ,,RJL 11/1/83 REF: T46 ,WORLD,PUBLIC 
CATRINID,cassini ,8,1 ,1,01_cassini ,TRINIDAD GRID ,,RJL 11/1/83 REF: T46 ,WORLD,PUBLIC 
CAVANUA ,cassini ,8,1 ,1,01_cassini ,VANUA ,,RJL 10/1/83 REF: D.O.S. MAP ,WORLD,PUBLIC 
CAVITI ,cassini ,8,1 ,1,01_cassini ,VITI ,,RJL 10/1/83 REF: D.O.S. MAP ,WORLD,PUBLIC 
CE42BUL ,coniced ,1 ,1 ,139,02_coniced ,EAST BULGARIA ,,DFN 22/2/90 ,WORLD,PUBLIC 
CEAUST ,coniced ,1 ,1 ,119,01_coniced ,,,PNM 15/3/90 AUSTRALIA - CERUSS2 MOD JHC WMC 6/9/93,WORLD,PUBLIC
CEBLACK ,coniced ,1 ,1 ,140,01_coniced ,,,DFN 18/6/91 OVERLAY ATTEMPT TO RUSSIAN MAP ,WORLD,PUBLIC 
CECARP1 ,coniced ,1 ,1 ,141,01_coniced ,EAST EUROPE ,,DFN 29/3/90 FOR TECTONIC MAPS OF CARPATHIAN - BALKAN MOUNTAINS 1973 ,WORLD,PUBLIC 
CECASP ,coniced ,1 ,1 ,142,01_coniced ,,,RAS - 16/11/90. FOR DIGITISING RUSSIAN MAP OF CASPIAN SEA AREA. ,WORLD,PUBLIC 
CECASPAN,coniced ,1 ,1 ,143,01_coniced ,,,TPD 16/JAN/1992 CASPIAN SEA ,WORLD,PUBLIC 
CECISWMC ,coniced ,INTERNATIONAL METRE ,DEGREES ,RUSSIA ,CONIC EQUIDISTANT ,PNM,
CEEUR1 ,coniced ,1 ,1 ,144,01_coniced ,EUROPE ,,DFN 28/3/90 TRIALS ONLY ,WORLD,PUBLIC 
CEEUROPE,coniced ,1 ,1 ,145,01_coniced ,,,PNM 15/3/90 MODIFIED DFN 29/3/90 1:1500000 GEOLOGICAL MAP ,WORLD,PUBLIC 
CERUSS ,coniced ,1 ,1 ,119,01_coniced ,RUSSIA ,,PNM NOV 1989 1:7500000 MAP OF RUSSIA ,WORLD,PUBLIC 
CERUSS1 ,coniced ,1 ,1 ,119,01_coniced ,,,PNM 6 JULY 1990 RUSSIA REGIONAL MAPPING ,WORLD,PUBLIC 
CERUSS2 ,coniced ,1 ,1 ,119,01_coniced ,,,PNM 15/3/90 GEOLOGICAL OVERLAY - RUSSIA ,WORLD,PUBLIC 
CEYUGO ,coniced ,1 ,1 ,148,01_coniced ,,,DFN 21/12/89 TEMP FIT FOR YUGO MAP ,WORLD,PUBLIC 
DUTCHNEW,dutch ,1 ,1 ,1,01_dutch ,NETHERLANDS NEW GRID,,RJL 26/4/83 ,WORLD,PUBLIC 
DUTCHOLD,dutch ,1 ,1 ,1,01_dutch ,NETHERLANDS OLD GRID,,RJL 26/4/83 ,WORLD,PUBLIC 
LABORDE ,labordom,1 ,1 ,1,01_labordom ,MADAGASCAR ,,RJL 15/12/83 REF: LABORDE 1928 ,WORLD,PUBLIC 
LE00N16E,lambazea,1 ,1 ,152,01_lambazea ,AFRICA ,,TPD 30/12/91 CGMW/UNESCO GEOLOGICAL MAPPING OF AFRICA ,WORLD,PUBLIC 
LE13S127,lambazea,1 ,1 ,1,01_lambazea ,,,RJL 20/7/84. For Sunbury map of Indonesia/Australia ,WORLD,PUBLIC 
LE20S60W,lambazea,1 ,1 ,132,01_lambazea ,,,AGB. LOADED FOR RSG 12/2/91 ,WORLD,PUBLIC 
LE35S135,lambazea,1 ,1 ,153,01_lambazea ,,,PLATE TECTONIC MAP FOR ENERGY & MINERAL RESOURCES CIRCUM-PACIFIC COUNCIL 1:10M ,WORLD,PUBLIC 
LEAFRICA,lambazea,1 ,1 ,1,01_lambazea ,AFRICA ,,JKS 30/3/87 TEMP FOR BASE MAPPING LOADED TO ISAM 19/8/88 - RAS ,WORLD,PUBLIC 
LEAMERIC,lambazea,1 ,1 ,1,01_lambazea ,AMERICAS ,,DAJ FOR REGIONAL MAPS OF THA AMERICAS 3-12-86 ,WORLD,PUBLIC 
LEFRAN ,lambazea,1 ,1 ,72,01_lambazea ,,,SEH 19/3/1990 ,WORLD,PUBLIC 
LEGLOBE ,lambazea,1 ,1 ,154,01_lambazea ,,,RAS - 2/2/89. FOR "GLOBE"EMULATION TESTS ,WORLD,PUBLIC 
LELUSAK0,lambazea,1 ,1 ,1,01_lambazea ,LUSAKA ,,TEMP DAJ FOR RDT ,WORLD,PUBLIC 
LELUSAKA,lambazea,1 ,1 ,1,01_lambazea ,LUSAKA ,,TEMP DAJ FOR RDT ,WORLD,PUBLIC 
LEMONG ,lambazea,1 ,1 ,155,01_lambazea ,,,SEH 19/3/1990 ,WORLD,PUBLIC 
LENAFRIC,lambazea,1 ,1 ,156,01_lambazea ,,,R.A.S - 10/10/88 ; FOR PLAY FAIRWAY WORK( R.LAMING / P.MAXWELL ) ,WORLD,PUBLIC 
LENSEA ,lambazea,1 ,1 ,157,01_lambazea ,,,SEH 19/3/1990 ,WORLD,PUBLIC 
LESAMER ,lambazea,1 ,1 ,1,01_lambazea ,S. AMERICA ,,RAS - 1/12/88; FOR SUNBURY "GLOBE" CRETACEOUS MAPS ,WORLD,PUBLIC 
LESUR554,lambazea,1 ,1 ,1,01_lambazea ,,,RJL 25/1/84 SURINAM APPRAISAL MAP - SPHERICAL EARTH ,WORLD,PUBLIC 
LEUSA0,lambazea,1 ,1 ,1,01_lambazea ,,,,WORLD,PUBLIC 
LEWEURO ,lambazea,1 ,1 ,158,01_lambazea ,,,SEH 19/3/1990 ,WORLD,PUBLIC 
LM1ADEN ,lambert1,1 ,1 ,1,01_lambert1 ,ADEN ,,RJL 15/4/84. REF: S147 ,WORLD,PUBLIC 
LM1AFNDX,lambert1,1 ,1 ,1,01_lambert1 ,,,RJL 15/4/84. FOR MIDEAST/AFRICA APPRAISAL INDEX MAPS.,WORLD,PUBLIC 
LM1ALGND,lambert1,1 ,1 ,1,01_lambert1 ,ALGERIA NORTH ,,RJL 11/1/83 ,WORLD,PUBLIC 
LM1ALGSD,lambert1,1 ,1 ,1,01_lambert1 ,ALGERIA SOUTH ,,RJL 11/1/83 ,WORLD,PUBLIC 
LM1BANG ,lambert1,1 ,1 ,159,01_lambert1 ,,,PNM 21/4/89 REF: SHELL 1986 ,WORLD,PUBLIC 
LM1BLSEA,lambert1,1 ,1 ,160,01_lambert1 ,,,RAS - 10/8/90. FOR DIGITISING CELTIC PETROLEUM MAP (MAYKOPIAN) PLATE SG-6. ,WORLD,PUBLIC 
LM1BURMA,lambert1,1 ,1 ,161,01_lambert1 ,,,RAS - 6/7/89. ELF (TOPO-CARTO) LAMBERT INDIA ZONE IIIB. ,WORLD,PUBLIC 
LM1CARIB,lambert1,1 ,1 ,162,01_lambert1 ,CARIBBEAN ,,pnm 4.11.91 REMOTE SENSING GROUP BASE MAPPING ,WORLD,PUBLIC 
LM1CAUC ,lambert1,1 ,1 ,1,01_lambert1 ,CAUCASUS ,,RJL 2/3/84. REF: T79 ,WORLD,PUBLIC 
LM1COLC ,lambert1,1 ,1 ,163,01_lambert1 ,,,RAS - 7/8/90. FOR DIGITISING PETROCONS BASIN MAP (MAGDALENABOGOTACATATUMBO) ,WORLD,PUBLIC 
LM1CORSE,lambert1,1 ,3 ,1,01_lambert1 ,CORSICA TEMP ,,TEMPORARY DAJ ,WORLD,PUBLIC 
LM1FRA1D,lambert1,1 ,1 ,1,01_lambert1 ,FRANCE I ,,RJL 11/1/83 LONGITUDE OF ORIGIN = GREENWICH MERIDIAN,WORLD,PUBLIC 
LM1FRA1G,lambert1,1 ,3 ,1,01_lambert1 ,FRANCE I (NORD) ,LM1FRA1D,RJL 12/5/83. GREENWICH VALUE OF PARIS IS 2 DEG 20 MIN 13.95 SEC EAST. ,WORLD,PUBLIC 
LM1FRA2D,lambert1,1 ,1 ,1,01_lambert1 ,FRANCE II ,,RJL 11/1/83 ,WORLD,PUBLIC 
LM1FRA2G,lambert1,1 ,3 ,1,01_lambert1 ,FRANCE II (CENTRALE),LM1FRA2D,RJL 7/6/83. GREENWICH VALUE OF PARIS IS 2 DEG 20 MIN 13.95 SEC EAST ,WORLD,PUBLIC 
LM1FRA3D,lambert1,1 ,1 ,1,01_lambert1 ,FRANCE III ,,RJL 11/1/83 ,WORLD,PUBLIC 
LM1FRA3G,lambert1,1 ,3 ,1,01_lambert1 ,FRANCE III (SUD) ,LM1FRA3D,RJL 7/6/83. GREENWICH VALUE OF PARIS IS 2 DEG 20 MIN 13.95 SEC EAST. ,WORLD,PUBLIC 
LM1FRA4D,lambert1,1 ,1 ,1,01_lambert1 ,FRANCE IV (CORSICA) ,,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRA4G,lambert1,1 ,3 ,1,01_lambert1 ,FRANCE IV (CORSE) ,LM1FRA4D,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRAND,lambert1,1 ,1 ,1,01_lambert1 ,NORD DE GUERRE ,,RJL 11/1/83 AMENDED NJS 24/7/84 ,WORLD,PUBLIC 
LM1FRE1D,lambert1,1 ,1 ,1,01_lambert1 ,FRANCE I (EXTENDED) ,,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRE1G,lambert1,1 ,3 ,1,01_lambert1 ,FRANCE I ETENDU ,LM1FRE1D,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRE2D,lambert1,1 ,1 ,1,01_lambert1 ,FRANCE II (EXTENDED),,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRE2G,lambert1,1 ,3 ,1,01_lambert1 ,FRANCE II (ETENDU) ,LM1FRE2D,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRE3D,lambert1,1 ,1 ,1,01_lambert1 ,FRANCE III EXTENDED ,,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRE3G,lambert1,1 ,3 ,1,01_lambert1 ,FRANCE III ETENDU ,LM1FRE3D,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRE4D,lambert1,1 ,1 ,1,01_lambert1 ,FRANCE IV (EXTENDED),,RJL 20/12/84 ,WORLD,PUBLIC 
LM1FRE4G,lambert1,1 ,3 ,1,01_lambert1 ,FRANCE IV (ETENDU) ,LM1FRE4D,RJL 20/12/84 ,WORLD,PUBLIC 
LM1GREN1,lambert1,1 ,1 ,1,01_lambert1 ,GREENLAND ZONE 1 ,,MTL HEADER RECORD - NJS/DAJ 05.03.86 FOR HLR ,WORLD,PUBLIC 
LM1GRNOR,lambert1,1 ,1 ,26,01_lambert1 ,NORTH ,,RAS - 17/2/89. FROM ELF-AQUITAINE SHEET (PROJECTION GLN). ,WORLD,PUBLIC 
LM1GRSUD,lambert1,1 ,1 ,26,01_lambert1 ,SOUTH ,,RAS - 17/2/89. FROM ELF-AQUITAINE SHEET (PROJECTION GLS). ,WORLD,PUBLIC 
LM1IND1 ,lambert1,1 ,1 ,1,01_lambert1 ,INDIA I ,,RJL 11/1/83 REF 81.0123 ,WORLD,PUBLIC 
LM1IND4A,lambert1,1 ,1 ,164,01_lambert1 ,INDIA 4A ,,PNM 17 SEPT 1991 ELF TOPOCARTE ,WORLD,PUBLIC 
LM1IRAN ,lambert1,1 ,1 ,165,01_lambert1 ,,,JKS/MWS 1/7/87 ANGLO-IRANIAN OIL CO.LTD.TABLES (SURVEY LIBRARY T.71 TO T.86) ,WORLD,PUBLIC 
LM1IRAQ ,lambert1,1 ,1 ,1,01_lambert1 ,IRAQ ,,RJL 2/3/84. REF: T78 NOTE: See also TMIRAQ. ,WORLD,PUBLIC 
LM1JAFT ,lambert1,11,1 ,1,01_lambert1 ,JAMAICA (OLD GRID) ,,RJL 8/3/83 REF: D.O.S. 1/50000 MAP ,WORLD,PUBLIC 
LM1JAMTR,lambert1,1 ,1 ,1,01_lambert1 ,JAMAICA ,,RJL 8/4/83 REF: S.D. JAMAICA ,WORLD,PUBLIC 
LM1KANG ,lambert1,1 ,1 ,48,01_lambert1 ,,,PNM OCT 1989 KANGEAN BLOCK MAPPING ,WORLD,PUBLIC 
LM1LEVD ,lambert1,1 ,1 ,1,01_lambert1 ,LEVANT ,,RJL 2/3/84. REF: S147. NOTE TRUNCATED DEVELOPED MERIDIONAL DISTANCE IGNORED. ,WORLD,PUBLIC 
LM1LEVG ,lambert1,1 ,3 ,1,01_lambert1 ,LEVANT ,LM1LEVD ,RJL 2/3/84. REF: S147. NOTE TRUNCATED DEVELOPED MERIDIONAL DISTANCE IGNORED. ,WORLD,PUBLIC 
LM1LIBS ,lambert1,1 ,1 ,1,01_lambert1 ,LIBYA SOUTH ,,SJM 16/9/83 REF:T75 A.M.S. TABLES ,WORLD,PUBLIC 
LM1LIBYA,lambert1,1 ,1 ,1,01_lambert1 ,LIBYA ,,SJM 16/9/83 REF:T74 A.M.S. TABLES ,WORLD,PUBLIC 
LM1MORND,lambert1,1 ,1 ,1,01_lambert1 ,MOROCCO NORTH ,,RJL 11/1/83 ,WORLD,PUBLIC 
LM1MORSD,lambert1,1 ,1 ,1,01_lambert1 ,MOROCCO SOUTH ,,RJL 11/1/83 ,WORLD,PUBLIC 
LM1NEP1 ,lambert1,10,1 ,9,02_lambert1 ,INDIA 1 ,,D. STOKES 3 NOV 1989 FROM DR.TOM GREENSHIELDS MILITARY SURVEY FELTHAM ,WORLD,PUBLIC 
LM1NEP2A,lambert1,10,1 ,9,02_lambert1 ,INDIA IIA ,,D. STOKES 7 NOV 1989 FROM DR. TOM GREENSHIELDS MILITARY SURVEY FELTHAM ,WORLD,PUBLIC 
LM1NEP2B,lambert1,10,1 ,9,02_lambert1 ,INDIA IIB ,,D. STOKES 7 NOV 1989 FROM DR. TOM GREENSHIELDS MILITARY SURVEY FELTHAM ,WORLD,PUBLIC 
LM1NPG ,lambert1,1 ,1 ,1,01_lambert1 ,NPG ,,NJS- 17/2/87 - REQUEST FOR MNEMONICS FOROLD MTL. (BJ COX). FROM MTL PRINTOUT ,WORLD,PUBLIC 
LM1PA2B ,lambert1,1 ,1 ,166,01_lambert1 ,INDIA ZONE 11B ,,PNM OCT 1989 CONVERSION OF LM1PA2BY ,WORLD,PUBLIC 
LM1PA2BY,lambert1,10,1 ,167,01_lambert1 ,INDIA ZONE IIB ,,DAJ FOR DIGITISING 1:250000 BANGLADESH RIVERS. APRIL 1989 ,WORLD,PUBLIC 
LM1PAK1 ,lambert1,1 ,1 ,1,01_lambert1 ,INDIA I ,,RJL 11/1/83 REF 81.0123 ,WORLD,PUBLIC 
LM1PAK1Y,lambert1,10,1 ,1,01_lambert1 ,INDIA I ,,RJL 11/1/83 REF 81.0123 (C.F. FROM SURVEY OF PAKISTAN) ,WORLD,PUBLIC 
LM1PAK2 ,lambert1,1 ,1 ,1,01_lambert1 ,INDIA IIA ,,RJL 8/2/83 REF: 81.0123 ,WORLD,PUBLIC 
LM1PAK2Y,lambert1,10,1 ,1,01_lambert1 ,INDIA IIA ,,RJL 11/1/83 REF 81.0123 (C.F. USED BY SURVEY OF PAKISTAN) ,WORLD,PUBLIC 
LM1PB1D ,lambert1,1 ,1 ,1,01_lambert1 ,,,RJL 13/8/84 ex Paris NAQ 31/7/84. Superceded by mnemonic LM1FRE1D 20/12/84,WORLD,PUBLIC 
LM1PB1G ,lambert1,1 ,3 ,72,01_lambert1 ,FRANCE I (ETENDU) ,LM1PB1D ,NAQ SEPT 1984 - RELOADED 27.6.88 R.A.S ,WORLD,PUBLIC 
LM1POL ,lambert1,1 ,1 ,168,01_lambert1 ,,,TCJ-TEST PROJECTION 22/6/91 ,WORLD,PUBLIC 
LM1ROM ,lambert1,1 ,1 ,169,01_lambert1 ,,,PNM 19/3/92 PETROCONS 1:1M ROMANIA 1991 ,WORLD,PUBLIC 
LM1SHAB ,lambert1,1 ,1 ,45,01_lambert1 ,SHABWA ,,RAS - FOR DIGITISING RUSSIAN 1:50000 SHEETS. ORIGIN ON WELL SHABWA-2 (2/1/91),WORLD,PUBLIC 
LM1SPAIN,lambert1,1 ,1 ,1,01_lambert1 ,SPAIN ,,RJL 18/1/84 REFS: S89 HANDBUCH FUR DIE VERMESSUNEEN DER KRIEGSMARINE; S147 ,WORLD,PUBLIC 
LM1SPANM,lambert1,1 ,1 ,1,01_lambert1 ,SPAIN ,LM1SPAIN,SJM 16/9/83 REF:S89 (HANDBUCH). Madrid is 3deg 41 min 14.546 sec E of Greenwich,WORLD,PUBLIC 
LM1SYRSD,lambert1,1 ,1 ,1,01_lambert1 ,SYRIA SOUTH ,,RJL 2/3/84. REF: S147. NOTE TRUNCATED DEVELOPED MERIDIONAL DISTANCE IGNORED. ,WORLD,PUBLIC 
LM1SYRSG,lambert1,1 ,3 ,1,01_lambert1 ,SYRIA SUD ,LM1SYRSD,RJL 2/3/84. REF: S147. NOTE TRUNCATED DEVELOPED MERIDIONAL DISTANCE IGNORED. ,WORLD,PUBLIC 
LM1TUNND,lambert1,1 ,1 ,1,01_lambert1 ,TUNISIA NORTH ,,RJL 11/1/83 ,WORLD,PUBLIC 
LM1TUNSD,lambert1,1 ,1 ,1,01_lambert1 ,TUNISIA SOUTH ,,RJL 28/9/83 ,WORLD,PUBLIC 
LM1TURK ,lambert1,1 ,1 ,170,01_lambert1 ,,,PNM 19/3/92 PETROCONS TURKEY 1:500000 JAN 1992 ,WORLD,PUBLIC 
LM1USSR ,lambert1,1 ,1 ,171,01_lambert1 ,,,PNM 19/3/92 PETROCONS USSR 1:1M MARCH 1991 ,WORLD,PUBLIC 
LM2AF113,lambert2,1 ,1 ,172,01_lambert2 ,AFRICA ,,RAS - 14/9/88 FOR G.HENDERSON (MEAG) FOR RUSSIAN 1:2500000 SHEET ,WORLD,PUBLIC 
LM2AF114,lambert2,1 ,1 ,173,01_lambert2 ,AFRICA ,,RAS - 14/9/88 FOR G.HENDERSON (MEAG) FOR RUSSIAN 1:2500000 OVERLAY ,WORLD,PUBLIC 
LM2AF72 ,lambert2,1 ,1 ,174,01_lambert2 ,AFRICA ,,RAS - 14/9/88 FOR G.HENDERSON (MEAG) FOR RUSSIAN 1:2500000 OVERLAY ,WORLD,PUBLIC 
LM2AF92 ,lambert2,1 ,1 ,175,01_lambert2 ,AFRICA ,,RAS - 14/9/88 FOR G.HENDERSON (MEAG) FOR RUSSIAN 1:2500000 OVERLAY ,WORLD,PUBLIC 
LM2AF93 ,lambert2,1 ,1 ,176,01_lambert2 ,AFRICA ,,RAS - 14/9/88 FOR G.HENDERSON (MEAG) FOR RUSSIAN 1:2500000 SHEET OVERLAY ,WORLD,PUBLIC 
LM2AF94 ,lambert2,1 ,1 ,177,01_lambert2 ,AFRICA ,,RAS - 14/9/88 FOR G.HENDERSON (MEAG) FOR RUSSIAN 1:2500000 OVERLAY ,WORLD,PUBLIC 
LM2AF95 ,lambert2,1 ,1 ,178,01_lambert2 ,AFRICA ,,RAS - 14/9/88 FOR G.HENDERSON (MEAG) FOR RUSSIAN 1:2500000 OVERLAY ,WORLD,PUBLIC 
LM2AFE ,lambert2,1 ,1 ,179,01_lambert2 ,,,SEH 11/8/89 GEOLOGICAL MAPPING 1:5000000 ASIA ,WORLD,PUBLIC 
LM2AFSH ,lambert2,1 ,1 ,180,01_lambert2 ,,,AGB - 24.10.90 - FOR RSG ,WORLD,PUBLIC 
LM2ALG ,lambert2,21,1 ,182,01_lambert2 ,,,DWP - FOR CMAS LOADING FOR ALGERIA AS A WHOLE - VOIROL DATUM 19/2/92 ,WORLD,PUBLIC 
LM2ARAB ,lambert2,1 ,1 ,183,01_lambert2 ,,,PNM 30/5/1989 FROM USGS&ARAMCO 1984 MAP AT 2000000 OF ARABIAN PENINSULA ,WORLD,PUBLIC 
LM2AREA1,lambert2,1 ,1 ,155,01_lambert2 ,,,PNM 26 JUNE 1990 FOR REGIONAL BASIN STUDIES ,WORLD,PUBLIC 
LM2AREA2,lambert2,1 ,1 ,124,01_lambert2 ,,,PNM 26 JUNE 1990 FOR REGIONAL BASIN STUDIES ,WORLD,PUBLIC 
LM2AREA3,lambert2,1 ,1 ,48,01_lambert2 ,,,PNM 26 JUNE 1990 FOR REGIONAL BASIN STUDIES ,WORLD,PUBLIC 
LM2ARKNF,lambert2,20,1 ,1,01_lambert2 ,ARKANSAS S.P. NORTH ,,RJL 11/1/83 REF: S95. ZONE CODE 0301 ,WORLD,PUBLIC 
LM2ARKNM,lambert2,1 ,1 ,184,01_lambert2 ,ARKANSAS SPC83 NORTH,,RJL 20.4.88 REF NGS COMMUNICATION ZONE CODE 0301 ,WORLD,PUBLIC 
LM2ARKSF,lambert2,20,1 ,1,01_lambert2 ,ARKANSAS S.P. SOUTH ,,RJL 21/1/83 REF: S95. ZONE CODE 0302 ,WORLD,PUBLIC 
LM2ARKSM,lambert2,1 ,1 ,185,01_lambert2 ,ARKANSAS CS83 SOUTH ,,BWH/APR88 NGS COMMUNICATION ZONE CODE 0302 USE WITH NAD83. PROPOSED ,WORLD,PUBLIC 
LM2ASEAN,lambert2,1 ,1 ,186,01_lambert2 ,SE ASIA ,,TPD 23/1/92 SE ASIA AND S CHINA REGIONALSTUDIES USING WGS72BE ,WORLD,PUBLIC 
LM2ASIA ,lambert2,1 ,1 ,187,01_lambert2 ,S.ASIA ,,PNM 20/2/90 LANDSAT ATLAS ,WORLD,PUBLIC 
LM2AUST ,lambert2,1 ,1 ,1,01_lambert2 ,,,SJM 16/9/83 FOR APPRAISAL MAPPING OF ALL AUSTRALIA. ,WORLD,PUBLIC 
LM2AZERB,lambert2,1 ,1 ,188,01_lambert2 ,AZERBAIJAN / CASPIAN,,TPD 24/JAN/92 AZERBAIJAN REGION STUDIES ,WORLD,PUBLIC 
LM2BAREN,lambert2,1 ,1 ,1,01_lambert2 ,,,RJL 14/6/84. FOR USE BY BPPD NORWAY IN NORTH NORWAY-SVALBARD AREA. ,WORLD,PUBLIC 
